product_id,model,upc,quantity
98,EAJ62130001,,0
345,GT-P5210,887276965635,0
346,sm-p600,887276966670,0
146,Telstra 4G Prepaid USB - Unlocked,,0
148,Telstra Pre-Paid Wi-Fi 4G,,0
149,Telstra Pre-Paid USB 3G,,0
156,Optus Premium Broadband - E3131,,0
183,4M600001,,193
186,191466074336,,0
506,Samsung,,0
215,Huawei Pocket WIFI Pro 850MHZ Black Starter Plus,,0
451,SM-G925I,887276076478,0
225,Nokia ,,1
234,HUAWEI Factory Unlocking Codes,,0
235,LG Factory Unlocking Codes,,0
237,Sony Factory Unlocking Codes,,0
312,Boost Unlock,,0
1050,CPH1721,6944284621855,0
307,Telstra MF70,,0
2545,T21-6476,5056234717547,338
311,CCH-220,14834211044,0
905,T21-5619,738516488158,86
1351,EF-KG973CBEGWW,8801643644710,0
313,A1530,885909844388,0
314,A1530,885909781591,0
915,T21-5585,738516487281,1
702,X-9079,6944284617919,0
706,FB501BKL,810351021827,1
341,A1530,885909727438,0
422,A1529,885909741496,0
849,SM-N960F,887276284279,0
1127,SM-J530Y,8806088815329,0
356,SM-G900I,887276053875,0
848,SM-N950F,887276231952,0
362,XT1068,723755005037,0
368,T6,821793044398,0
371,LS720,652810119689,0
391,A1549,885909950652,1
392,A1549,888462064095,2
395,A1524,715660702972,0
396,A1524,646117873641,0
399,SM-N910G,8806086467001,0
908,C29030,19428149284,0
887,A1863,190198626325,0
917,T21-5759,5056234730836,31
413,0PCV220,821793042523,0
707,GA00216AU,842776101945,0
1045,A2097,190198793430,0
1068,A2097,190198790392,0
423,SM-G360G,887276074986,6
426,99HADF120-00,821793044329,0
1043,INE-LX2,6901443256044,0
907,T21-5605,738516487281,10
452,SM-G925I,887276076478,0
453,G928I,737989980237,0
459,SM-N920I,,0
462,Huawei Mobile WiFi E5377 4G ,,0
485,SM-A300Y,8806086556965,0
486,MS345,610214640604,0
494,AZ594A34CCB881F-au,,0
495,Gear VR 2,8806088503103,0
501,T126,,0
502,A1549,881314577262,0
526,G8ECGCCL0,848467058970,0
517,Sony gcm10 game control mount unit,7311271478584,0
518,Sony bkb10 bluetooth keyboard,7311271450276,0
523,CY1734PBCHE,,0
708,A1567,888462058520,0
531,A1723,888462802734,1
532,ZTE MF910,9316423029636,0
1198,A1549,190198429261,5
542,A1529,712201431575,0
543,A1688,766970284726,13
545,A1687,888462568906,7
546,A1687,888462570701,0
549,A1688,888462500593,0
550,A1688,888462501354,4
553,G930F,887276155449,0
721,200101173,848467067699,0
554,G935F,759776387524,0
556,ET-CG930DBEGWW,752779071681,0
557,EF-NG935PBEGWW,,0
558,CG935PSEGWW,,0
668, LGM700DSK,652810819466,0
559,A1524,646117873542,0
566,EO-PN920CBEGWW,887276123431,0
567,Zagg slimbook for iPad Mini,,10
569,EF-NG930PSEGWW,,0
572,H1512,886598036054,0
574,A1687,888462501675,0
575,A1687,888462501637,1
576,A1778,640520098769,0
577,6217A,821793040123,0
580,EF-CG930PBEGWW,887276000152,0
582,EF-NG950PBEGW,,0
583,EF-NG955PBEGWW,8806088689586,0
651,A1778,190198069962,0
586,A1688,888462657372,2
585,EF-XG955APEGWW,,0
652,A1778,190198071767,0
628,SM-A520F,8806088677262,0
589,2PS6200 ,4718487688968,0
590,D530,821793048464,0
591,99HAJZ005-00,4718487694365,0
592,HTC Desire 825,6951763407503,0
594,One X9,9780256785678,0
595,2PXH3,4718487699506,0
596,TAGL22,6901443113743,0
597,BLLL22,6901443168118,0
598,Huawei Mate 8,6901443104086,0
599,Huawei Nexus 6P,,0
633,LGLS755ABB,,0
630,SM-G570YWDDXTC,644391001989,0
666,G-2PW2200,762042122590,0
631,SM-G610Y/DS,8806088844725,0
607,F3213,731127155518,0
608,G3116,95673864097,0
610,XZ3D6603BK,642968035955,0
1044,H4133,95673865681,0
612, E5823,95673861171,0
615, F8331,7311271585572,0
625, SM-G950F,887276218830,0
629,A720F,,0
635,P996A04,,0
634,XT1685,723755011106,0
636,A7S122,885913104591,0
638,EF-ZG950CBEGWW,,0
642,EF-XG950APEGWW,8806088689166,1
643,EF-ZG955CBEGWW,887276215037,0
644,A1865,190198456854,2
645,A1865,190198626493,0
646,SM-N950F,887276231952,0
647,A1863,190198626349,0
648,A1864,190198456298,0
649, SM-G955F,8806088703633,0
650,A1785,190198043313,0
653,A1785,190198156204,1
654,A1785,190198043436,0
655,Yoga 920 - Bronze,191927547645,0
656,EF-ZG955CBEGWW,8806088687032,0
657,LG G6-LGH870K,8806087018783,0
658,Samsung Galaxy S9+,,0
660,CPH1707,6944284620162,0
662,A1723,888462801676,0
663,RM-1116,6438158751965,0
664,G-2PW4200,762042122323,0
665,G-2PW2200,821793048938,0
669,TS32GJDG300K,760557834472,0
670,EF-RN950CBEGWW,887276235707,0
1629,A2221,190199223455,0
673,A1475,885909798551,6
674,CPH1719,6944284622494,0
1485,FB410,811138030933,0
1486,FB415,811138034207,0
675,A1822,190198323187,0
703,SM-G965F,887276255361,0
676,A1429,885909599721,0
677,LGH870K,652810818025,0
678,A1601,6944284616103,0
679,SM-G965F,887276255361,0
1200,A1865,190198456854,0
680,SM-G960F/U,887276246529,0
2146,A2403,194252029947,13
4958,A2894,194253381105,0
1136,G011C,842776101648,0
704,A1864,190198453723,0
695,C36130,19428152109,0
681,HTC U Play,637045904309,0
682,RM-1105,6438158743465,0
683,A1864,190198453808,1
2211,A2190,190199246980,0
685,SM-A800F,8801643051600,0
886,A2105,190198771964,0
687,HTC Factory Unlocking Code,,0
688,Samsung Factory Unlocking Codes,,0
689,Samsung Factory Unlocking Codes,,0
690,ZTE Factory Unlocking Codes,,0
691,G-2PW4200,821793049102,0
693,Pelican Voyager S8+ Case- BLACK,19428149321,0
696,SM-J510F,8806088334028,0
3206,A2097,190198792082,0
2943,SM-A515F/N,8806090384028,0
2944,SM-A515F/N,8806090384028,0
700,Pelican Ambassador iPhone X Case,,0
701,Pelican Ambassador iPhone 8 Plus Rugged Slim case,,0
750,SM-G960F,8801643191757,0
710,G011C,842776101648,0
711,CPH1607,6944284617414,0
712,VKY-L29,6901443176328,0
713,4733,814075010761,0
714,A1660,190198360083,0
715,G011A,842776101174,0
1139,A1465,888462341462,0
717,ALP-L09,6901443202201,0
2097,ALP-L09,6901443202201,0
2098,A1891,190198623287,0
1218,SM-G965F,887276248035,0
792,A5000,6921815603696,0
719,SM-G930F,887276155449,0
1647,A2296,190199505988,0
1053,SM-G900I,887276053875,0
722,G8ECGC-CL0,848467058970,29
729,TS-RDP9K,760557829621,0
993,EP-U3100WBEGAU,,0
994,A2105,190198771964,0
746,T215764,,0
747,EF-MG950,,0
748,EF-MG950CLEGWW,,1
749, SM-G955F,8806088703633,0
755,EF-RN950CNEGWW,,0
761,EF-BT580PBEGWW,887276170527,2
1024,A1954,190198648723,8
754,EF-NN950PVEGWW,8806088936215,0
1289,7123,,0
756,EF-ZN950CBEGWW,,0
1514,G011A,842776101228,0
766,EF-ZG960CLEGWW,8801643098452,0
2081,SM-G986U1,887276395968,0
773,EFXG960ABEGWW,,16
